date_value,month_num,season,tmax,tmin,tavg,snowfall,snow_depth,precipitation,weather_type,wind_speed,humidity,pressure,visibility,cloud_cover,storm_flag,rain_flag,fog_flag,heat_index,dew_point,feels_like,wind_direction,day_name,city
2036-05-08,5,Spring,1.43,8.21,13.95,1.49,3.06,2.01,Cloudy,5.6,92,1016.57,5.64,7,1,1,1,7.4,1.31,16.61,S,Thursday,New York
2036-05-09,5,Spring,16.74,2.59,2.7,2.42,4.78,0.8,Snow,28.69,51,1014.92,5.56,4,1,0,1,39.19,2.22,4.7,SE,Friday,New York
2036-05-10,5,Spring,4.08,2.91,12.95,3.62,4.71,0.67,Sunny,11.89,63,993.35,0.65,7,1,1,0,30.63,7.25,18.63,NE,Saturday,New York
2036-05-11,5,Spring,11.81,6.78,10.38,6.13,2.28,4.61,Fog,22.05,74,1000.56,5.0,1,0,1,0,13.31,3.93,9.71,W,Sunday,New York
2036-05-12,5,Spring,9.06,4.39,4.73,3.6,10.0,2.3,Rain,8.74,61,980.59,1.73,3,1,0,0,6.79,6.3,11.87,NE,Monday,New York
2036-05-13,5,Spring,12.11,4.73,10.19,0.52,0.28,3.16,Fog,2.83,46,982.65,2.64,6,0,0,0,29.32,6.86,11.05,S,Tuesday,New York
2036-05-14,5,Spring,11.83,2.63,3.31,7.15,7.5,1.51,Rain,28.17,80,986.23,4.71,2,1,1,0,27.7,4.94,10.38,W,Wednesday,New York
2036-05-15,5,Spring,13.01,6.98,9.67,5.22,7.1,0.66,Sunny,10.81,96,1000.11,9.07,7,0,0,1,16.23,3.54,4.07,SW,Thursday,New York
2036-05-16,5,Spring,4.74,7.4,7.13,0.6,4.83,3.83,Sunny,22.51,89,1017.75,0.37,1,1,1,1,25.06,9.67,22.56,NE,Friday,New York
2036-05-17,5,Spring,3.66,5.79,6.89,6.62,8.91,4.7,Cloudy,0.27,79,1009.48,1.81,3,0,0,1,24.43,6.21,24.22,SE,Saturday,New York
2036-05-18,5,Spring,2.49,2.05,0.27,4.98,7.65,0.79,Rain,26.53,94,1009.29,0.85,8,1,1,0,34.83,5.37,25.53,SE,Sunday,New York
2036-05-19,5,Spring,18.31,1.24,1.91,1.07,8.96,2.35,Rain,0.51,58,1003.57,6.11,4,0,0,1,10.74,4.14,17.37,N,Monday,New York
2036-05-20,5,Spring,5.97,7.15,0.36,2.58,5.07,3.1,Snow,16.92,49,997.39,0.61,9,1,1,0,13.86,0.32,26.61,NE,Tuesday,New York
2036-05-21,5,Spring,14.25,6.62,12.81,7.07,5.33,4.46,Fog,18.25,21,986.23,6.93,1,1,1,1,9.09,3.97,10.84,W,Wednesday,New York
2036-05-22,5,Spring,6.96,6.25,13.37,3.18,3.17,0.94,Fog,12.04,91,989.4,2.25,9,0,0,0,33.12,10.0,17.3,N,Thursday,New York
2036-05-23,5,Spring,12.7,8.22,0.15,7.46,5.92,4.25,Sunny,13.52,73,999.28,6.46,7,1,1,0,2.28,1.1,25.83,NW,Friday,New York
2036-05-24,5,Spring,11.49,4.42,0.41,2.83,5.96,0.44,Sunny,5.19,67,999.75,7.78,7,0,1,0,26.94,2.75,20.64,NW,Saturday,New York
2036-05-25,5,Spring,2.12,7.52,14.33,3.4,0.14,4.66,Snow,16.22,61,1005.11,5.72,1,0,1,0,2.94,3.03,8.25,E,Sunday,New York
2036-05-26,5,Spring,3.16,1.37,4.67,0.83,1.78,4.47,Rain,23.05,67,985.34,6.72,9,0,0,1,8.06,4.03,4.14,NE,Monday,New York
2036-05-27,5,Spring,11.4,3.84,7.97,7.36,0.97,0.38,Fog,21.44,97,990.7,7.82,0,0,1,0,0.52,2.5,8.2,SE,Tuesday,New York
2036-05-28,5,Spring,13.92,0.61,7.62,2.01,5.4,2.57,Cloudy,5.13,72,989.52,3.56,0,0,1,0,2.88,9.41,5.04,N,Wednesday,New York
2036-05-29,5,Spring,7.96,4.69,14.88,6.29,9.1,0.59,Rain,26.44,79,987.45,0.82,0,0,1,0,38.65,6.56,2.01,SW,Thursday,New York
2036-05-30,5,Spring,19.45,0.1,0.7,7.2,7.47,2.65,Rain,22.16,98,990.27,0.34,3,1,1,1,37.58,8.43,10.23,N,Friday,New York
2036-05-31,5,Spring,8.37,0.58,3.25,6.45,7.88,4.8,Fog,7.77,50,1004.05,0.23,0,0,1,1,28.47,5.72,18.38,N,Saturday,New York
2036-06-01,6,Summer,0.15,3.33,10.51,2.71,4.84,3.96,Fog,11.14,62,990.06,0.45,3,1,1,0,18.59,8.25,22.69,SW,Sunday,New York
2036-06-02,6,Summer,5.5,8.51,8.28,3.67,9.4,1.9,Rain,27.12,57,1005.51,8.22,3,0,0,1,32.62,0.87,25.91,NW,Monday,New York
2036-06-03,6,Summer,7.05,9.05,11.36,0.21,3.27,0.16,Fog,14.64,82,989.61,0.11,2,0,0,1,28.71,7.05,29.25,N,Tuesday,New York
2036-06-04,6,Summer,1.75,8.04,14.43,0.52,1.47,4.64,Snow,7.53,70,985.64,5.24,3,1,1,0,19.9,9.43,23.08,S,Wednesday,New York
2036-06-05,6,Summer,17.91,5.71,0.06,6.62,7.88,4.81,Cloudy,14.12,51,1001.82,4.44,3,1,1,0,2.59,3.61,29.19,SE,Thursday,New York
2036-06-06,6,Summer,9.7,5.28,6.05,2.28,8.02,1.87,Rain,24.69,49,997.44,5.37,5,0,0,0,1.59,2.39,18.61,S,Friday,New York
2036-06-07,6,Summer,17.69,2.92,8.31,1.99,8.07,2.59,Snow,13.65,73,993.7,4.91,9,1,1,0,32.64,2.3,7.43,S,Saturday,New York
2036-06-08,6,Summer,7.61,7.92,0.74,7.25,0.12,3.73,Snow,8.76,32,986.75,5.95,5,0,1,1,34.22,7.79,29.7,SE,Sunday,New York
2036-06-09,6,Summer,18.01,4.9,2.62,2.52,4.74,2.27,Snow,13.86,88,997.35,1.47,8,1,0,0,26.63,4.93,20.53,N,Monday,New York
2036-06-10,6,Summer,7.49,4.22,4.79,5.2,4.24,3.29,Rain,3.96,47,1005.51,5.53,3,0,0,0,12.19,3.04,1.08,SE,Tuesday,New York
2036-06-11,6,Summer,10.2,6.94,14.19,0.92,9.96,3.66,Cloudy,20.53,77,994.48,7.26,3,1,0,1,20.66,2.09,28.03,NE,Wednesday,New York
2036-06-12,6,Summer,11.41,0.9,10.9,2.86,2.56,3.57,Sunny,29.2,81,1007.23,5.24,6,0,1,0,38.61,4.98,3.49,W,Thursday,New York
2036-06-13,6,Summer,4.04,4.52,9.36,3.08,0.09,2.84,Rain,21.53,69,1019.51,8.77,5,0,0,0,32.5,0.92,1.14,SE,Friday,New York
2036-06-14,6,Summer,18.22,9.46,0.07,1.06,2.51,1.92,Fog,7.65,83,1016.09,9.89,7,1,1,1,5.64,4.68,11.39,W,Saturday,New York
2036-06-15,6,Summer,7.03,7.21,6.32,2.26,0.83,1.17,Sunny,2.48,68,982.69,4.53,8,0,0,0,13.0,2.09,24.89,E,Sunday,New York
2036-06-16,6,Summer,19.21,8.35,14.24,7.36,1.79,0.31,Rain,29.68,22,989.71,9.38,9,1,0,0,18.95,4.31,4.77,SW,Monday,New York
2036-06-17,6,Summer,11.2,3.49,5.77,5.55,3.41,1.08,Snow,21.21,99,1004.39,1.39,2,1,1,0,17.5,8.11,16.74,W,Tuesday,New York
2036-06-18,6,Summer,18.68,2.12,4.34,5.39,4.57,1.06,Fog,0.91,41,999.61,9.07,9,1,0,0,39.38,0.4,24.53,NW,Wednesday,New York
2036-06-19,6,Summer,6.25,2.48,5.24,5.46,0.44,0.66,Rain,19.28,75,1016.24,9.59,6,0,0,0,29.06,4.01,2.0,S,Thursday,New York
2036-06-20,6,Summer,4.91,9.76,11.55,4.65,5.59,3.7,Snow,1.75,58,1019.31,4.99,0,0,1,0,28.04,1.87,17.36,NW,Friday,New York
2036-06-21,6,Summer,13.63,7.88,14.06,0.38,6.0,1.27,Sunny,23.56,78,1007.13,7.61,9,1,0,1,12.65,6.91,23.38,NE,Saturday,New York
2036-06-22,6,Summer,13.12,4.48,3.66,4.25,6.63,1.68,Cloudy,12.32,46,998.27,0.83,3,1,1,1,5.93,3.48,23.71,W,Sunday,New York
2036-06-23,6,Summer,6.8,9.56,3.46,2.1,4.29,3.36,Fog,25.74,38,1007.58,2.49,4,1,0,1,16.2,5.92,14.52,NW,Monday,New York
2036-06-24,6,Summer,6.9,2.94,13.32,4.75,7.67,0.11,Rain,15.98,79,986.81,6.66,5,0,0,1,26.54,3.62,12.22,W,Tuesday,New York
2036-06-25,6,Summer,15.55,4.75,14.77,1.51,5.37,3.79,Rain,23.08,34,1004.3,5.29,8,0,0,0,8.64,1.71,4.1,E,Wednesday,New York
2036-06-26,6,Summer,14.9,2.81,3.7,4.57,2.52,3.59,Rain,6.99,57,1014.68,4.46,2,0,1,1,17.13,8.83,3.6,E,Thursday,New York
2036-06-27,6,Summer,9.08,7.26,9.31,1.32,6.57,4.87,Sunny,7.67,30,990.43,5.5,5,1,1,1,10.92,5.8,6.32,SE,Friday,New York
2036-06-28,6,Summer,18.0,7.4,5.48,3.93,5.72,3.21,Rain,7.6,56,986.38,9.13,6,0,0,0,9.79,7.7,11.42,SW,Saturday,New York
2036-06-29,6,Summer,2.09,2.49,1.45,1.77,3.24,0.2,Snow,28.97,88,993.13,0.17,9,1,0,0,15.74,8.27,19.79,N,Sunday,New York
2036-06-30,6,Summer,7.71,4.06,12.93,2.53,9.08,3.57,Rain,8.91,65,1000.02,8.79,7,1,1,0,5.85,2.94,25.56,E,Monday,New York
2036-07-01,7,Summer,12.21,9.26,14.25,5.34,1.72,3.02,Fog,24.56,93,994.28,1.22,8,0,0,1,33.18,6.11,1.41,N,Tuesday,New York
2036-07-02,7,Summer,13.99,3.38,3.86,4.84,2.28,0.43,Snow,3.26,77,1011.54,8.91,1,0,0,0,15.45,8.79,26.68,E,Wednesday,New York
2036-07-03,7,Summer,17.51,0.89,9.7,7.89,7.63,4.56,Rain,2.29,95,1013.58,8.01,3,0,1,0,19.11,8.2,13.53,SW,Thursday,New York
2036-07-04,7,Summer,10.02,6.37,3.1,4.17,8.96,3.86,Sunny,17.78,69,1014.89,6.92,3,0,0,0,1.98,2.6,22.63,E,Friday,New York
2036-07-05,7,Summer,12.19,7.24,8.77,5.1,5.18,4.96,Snow,5.59,30,991.17,9.96,0,0,1,1,3.41,1.34,1.24,W,Saturday,New York
2036-07-06,7,Summer,12.33,9.53,2.18,6.08,8.6,0.63,Rain,29.16,48,989.85,2.13,8,1,0,0,34.27,7.55,26.94,E,Sunday,New York
2036-07-07,7,Summer,14.9,9.26,0.11,3.86,6.58,2.04,Cloudy,5.35,22,1007.88,0.53,3,1,1,0,38.28,1.15,16.79,W,Monday,New York
2036-07-08,7,Summer,15.78,4.27,14.79,3.0,6.69,0.26,Cloudy,19.02,24,995.13,5.04,5,1,1,0,27.88,5.95,18.89,NE,Tuesday,New York
2036-07-09,7,Summer,13.11,9.38,12.49,1.75,8.38,1.5,Fog,18.7,23,992.49,7.77,8,0,1,1,13.85,0.44,28.84,N,Wednesday,New York
2036-07-10,7,Summer,15.79,8.03,10.07,1.88,3.33,0.18,Sunny,6.63,63,993.88,6.88,4,1,0,0,33.68,4.66,4.22,S,Thursday,New York
2036-07-11,7,Summer,13.71,7.94,12.01,6.6,3.42,3.83,Sunny,28.01,71,993.96,7.02,6,0,1,0,4.09,6.89,19.94,SW,Friday,New York
2036-07-12,7,Summer,5.41,8.22,9.04,6.49,7.08,1.82,Fog,9.67,56,986.45,0.09,8,0,0,0,14.99,1.04,26.58,NW,Saturday,New York
2036-07-13,7,Summer,1.27,9.37,12.9,2.87,4.44,2.92,Rain,7.82,81,984.64,2.7,0,1,0,0,17.75,7.39,12.56,SE,Sunday,New York
2036-07-14,7,Summer,9.18,6.72,3.35,0.39,5.93,3.1,Rain,6.42,92,1014.01,0.88,6,1,1,0,7.94,0.23,27.96,SW,Monday,New York
2036-07-15,7,Summer,9.25,7.35,5.36,4.32,7.0,1.57,Sunny,28.41,44,1017.02,7.17,5,1,1,1,0.5,9.27,27.96,NW,Tuesday,New York
2036-07-16,7,Summer,7.66,2.08,14.41,1.57,4.49,2.29,Snow,7.72,41,986.36,8.59,0,1,0,0,39.27,5.43,5.49,S,Wednesday,New York
2036-07-17,7,Summer,15.64,2.56,6.88,3.05,1.52,0.23,Rain,20.82,26,998.6,4.08,6,0,0,1,19.76,7.42,6.26,N,Thursday,New York
2036-07-18,7,Summer,1.51,3.2,3.85,5.16,5.23,0.92,Fog,5.93,89,996.88,7.85,2,0,1,0,1.32,8.59,20.23,NW,Friday,New York
2036-07-19,7,Summer,9.95,3.23,13.34,4.73,9.53,0.7,Sunny,29.54,64,1009.52,0.7,4,1,1,0,12.2,5.22,11.16,W,Saturday,New York
2036-07-20,7,Summer,17.19,2.5,4.4,4.83,7.66,2.86,Cloudy,13.05,35,1016.99,1.5,5,1,1,0,34.57,9.32,10.4,E,Sunday,New York
2036-07-21,7,Summer,8.78,1.28,9.89,0.43,1.0,4.93,Cloudy,10.18,48,998.97,0.12,2,0,1,1,4.87,7.55,28.31,E,Monday,New York
2036-07-22,7,Summer,0.75,2.13,4.32,5.73,1.31,4.63,Snow,26.77,85,987.29,9.93,1,0,1,1,27.98,8.03,4.3,SW,Tuesday,New York
2036-07-23,7,Summer,8.23,3.57,11.54,5.74,2.13,1.44,Snow,18.37,88,986.63,8.56,6,1,1,0,20.14,8.83,20.94,S,Wednesday,New York
2036-07-24,7,Summer,8.09,0.27,2.1,7.05,3.09,4.4,Cloudy,1.44,86,981.7,5.37,9,0,1,1,19.87,7.76,14.68,W,Thursday,New York
2036-07-25,7,Summer,3.66,5.31,4.73,2.01,2.84,1.53,Fog,16.35,51,1007.91,8.59,1,1,1,0,9.32,6.15,25.12,E,Friday,New York
2036-07-26,7,Summer,10.45,8.02,2.06,6.28,8.73,3.43,Cloudy,10.89,22,993.51,9.75,5,1,0,1,39.8,7.04,5.06,E,Saturday,New York
2036-07-27,7,Summer,6.27,4.33,7.88,1.69,4.85,0.82,Rain,0.96,23,1005.99,8.47,7,0,0,1,36.38,2.62,7.59,SW,Sunday,New York
2036-07-28,7,Summer,18.65,2.87,9.37,0.75,6.73,0.51,Sunny,0.58,45,995.08,9.47,4,0,0,1,11.64,1.26,25.56,W,Monday,New York
2036-07-29,7,Summer,11.35,8.65,13.86,1.58,8.44,2.92,Rain,16.53,92,999.6,8.94,5,1,1,1,38.2,9.34,3.51,S,Tuesday,New York
2036-07-30,7,Summer,4.5,5.57,13.43,5.22,2.26,3.46,Rain,11.56,80,994.03,7.9,1,0,1,0,29.95,5.75,16.79,NE,Wednesday,New York
2036-07-31,7,Summer,0.17,3.53,7.52,1.89,6.28,1.41,Fog,14.83,84,1007.89,9.48,7,0,1,0,31.29,5.72,29.01,S,Thursday,New York
2036-08-01,8,Summer,15.78,1.25,6.13,0.32,2.63,4.07,Snow,25.55,66,995.39,8.06,1,1,1,1,2.84,7.14,7.56,NW,Friday,New York
2036-08-02,8,Summer,8.41,9.47,10.95,1.3,0.52,1.58,Rain,20.29,79,1016.51,8.91,9,0,1,1,20.55,8.62,18.35,N,Saturday,New York
2036-08-03,8,Summer,6.24,4.62,8.99,7.19,1.25,2.94,Sunny,3.31,75,1004.91,0.36,7,1,0,1,19.15,9.3,21.49,S,Sunday,New York
2036-08-04,8,Summer,13.68,1.23,7.84,0.45,2.91,3.23,Fog,19.17,96,1005.11,9.58,3,1,1,0,29.93,6.88,1.34,SE,Monday,New York
2036-08-05,8,Summer,4.78,4.32,6.68,1.32,3.07,3.82,Fog,5.11,71,1003.83,9.37,4,1,0,0,25.68,7.59,19.91,NW,Tuesday,New York
2036-08-06,8,Summer,8.61,7.35,0.33,7.86,8.09,3.3,Cloudy,18.2,67,1004.06,8.81,6,1,1,1,10.09,7.54,4.47,SW,Wednesday,New York
2036-08-07,8,Summer,16.58,8.15,13.26,6.77,3.55,4.07,Snow,11.85,99,1012.72,9.75,5,0,0,1,32.88,6.89,2.87,E,Thursday,New York
2036-08-08,8,Summer,13.21,9.14,7.48,0.92,9.96,4.93,Snow,26.35,73,985.21,4.03,4,0,0,0,14.06,2.75,1.8,S,Friday,New York
2036-08-09,8,Summer,18.82,1.35,1.13,4.71,8.89,1.79,Rain,14.88,37,980.1,7.48,9,1,1,0,6.62,4.91,5.44,NW,Saturday,New York
2036-08-10,8,Summer,18.42,6.99,12.95,0.23,4.99,0.44,Sunny,27.52,26,996.95,0.18,6,0,0,1,33.69,1.1,8.24,S,Sunday,New York
2036-08-11,8,Summer,19.07,5.53,0.21,3.63,8.26,2.31,Rain,22.63,52,980.59,7.8,7,1,0,1,9.37,5.17,1.41,NW,Monday,New York
2036-08-12,8,Summer,12.47,8.39,5.93,1.69,8.61,3.59,Snow,2.74,96,1018.87,8.19,1,0,1,0,34.93,1.25,4.63,S,Tuesday,New York
2036-08-13,8,Summer,18.53,1.66,10.62,5.96,9.93,3.74,Rain,16.93,63,1018.11,2.01,4,1,0,1,17.16,4.85,7.23,SW,Wednesday,New York
2036-08-14,8,Summer,7.09,7.29,7.85,3.18,9.03,0.85,Fog,8.64,22,1018.58,7.64,7,0,0,0,14.35,2.29,12.86,N,Thursday,New York
2036-08-15,8,Summer,11.97,2.07,13.97,0.92,6.07,2.61,Sunny,20.57,86,1012.52,5.98,9,1,1,0,24.5,8.96,4.75,SW,Friday,New York
2036-08-16,8,Summer,18.32,4.04,10.42,4.56,5.01,3.3,Fog,29.17,96,1006.12,3.31,1,0,0,0,34.44,8.33,17.98,SW,Saturday,New York
2036-08-17,8,Summer,17.54,9.57,2.78,4.58,7.16,0.67,Snow,26.71,70,1009.83,2.97,9,0,0,1,22.93,9.03,23.5,W,Sunday,New York
2036-08-18,8,Summer,6.7,8.24,3.02,3.08,7.5,2.26,Rain,20.89,52,1012.23,4.84,7,0,1,0,20.05,5.96,5.15,N,Monday,New York
2036-08-19,8,Summer,10.2,1.84,1.49,3.11,0.59,2.44,Cloudy,2.9,98,1018.99,2.09,8,1,1,1,21.85,9.67,1.23,S,Tuesday,New York
2036-08-20,8,Summer,2.09,0.83,11.3,3.86,4.0,2.4,Snow,17.33,23,990.81,6.23,0,1,0,0,14.29,5.36,13.53,N,Wednesday,New York
2036-08-21,8,Summer,10.82,3.31,11.69,7.3,2.08,1.83,Rain,17.99,62,996.82,0.7,3,0,1,0,26.45,7.04,9.38,N,Thursday,New York
2036-08-22,8,Summer,16.29,0.16,4.22,2.73,2.77,4.6,Cloudy,20.52,57,986.93,7.61,3,0,0,1,25.48,5.52,23.73,SE,Friday,New York
2036-08-23,8,Summer,18.31,5.39,9.79,6.59,6.67,0.61,Fog,21.5,59,1002.55,5.19,2,1,0,1,21.01,1.46,28.57,SW,Saturday,New York
2036-08-24,8,Summer,2.11,9.59,10.72,3.02,1.8,0.44,Sunny,17.71,82,983.94,4.4,4,0,0,0,24.59,9.04,0.53,SW,Sunday,New York
2036-08-25,8,Summer,8.39,5.16,12.63,4.02,8.45,3.14,Cloudy,17.28,37,989.26,3.28,3,1,1,1,8.37,9.59,9.03,SW,Monday,New York
2036-08-26,8,Summer,0.23,2.55,5.74,0.83,6.74,0.32,Fog,3.47,56,983.59,8.34,4,0,0,0,0.67,4.73,20.01,S,Tuesday,New York
2036-08-27,8,Summer,19.75,5.99,9.73,2.98,4.29,3.19,Snow,13.48,77,1016.52,1.09,1,0,1,1,18.62,7.5,13.65,NE,Wednesday,New York
2036-08-28,8,Summer,3.71,7.45,1.84,1.79,5.55,1.21,Cloudy,1.41,58,999.9,9.0,3,1,0,1,0.61,4.88,0.58,N,Thursday,New York
2036-08-29,8,Summer,5.03,2.41,13.09,5.09,0.29,0.22,Rain,15.5,49,1010.05,2.53,4,1,0,1,5.73,9.07,19.79,S,Friday,New York
2036-08-30,8,Summer,3.82,0.33,8.73,2.2,5.14,0.87,Cloudy,4.86,77,1014.33,5.02,6,0,1,0,31.33,2.29,19.68,SW,Saturday,New York
2036-08-31,8,Summer,9.5,6.15,3.23,6.94,3.09,4.48,Snow,18.71,26,981.46,5.97,4,0,0,0,4.73,8.31,24.29,N,Sunday,New York
2036-09-01,9,Autumn,4.18,7.18,13.83,2.55,0.8,3.77,Snow,10.48,68,981.8,8.76,2,1,0,0,31.08,6.04,1.58,NW,Monday,New York
2036-09-02,9,Autumn,2.43,9.94,8.82,5.03,2.57,1.49,Snow,14.92,97,981.0,8.65,9,1,0,0,37.86,0.23,13.35,W,Tuesday,New York
2036-09-03,9,Autumn,1.77,3.25,8.32,5.92,1.5,4.76,Sunny,23.21,60,988.59,8.73,3,1,1,1,33.63,5.93,5.22,SW,Wednesday,New York
2036-09-04,9,Autumn,10.89,2.8,9.12,1.16,4.34,4.7,Snow,24.63,92,1002.67,0.39,3,0,0,1,29.24,6.15,6.73,E,Thursday,New York
2036-09-05,9,Autumn,19.38,3.15,5.8,1.91,3.74,0.91,Cloudy,3.02,26,980.86,9.58,5,1,1,0,10.91,5.93,17.52,W,Friday,New York
2036-09-06,9,Autumn,17.21,6.82,13.96,0.69,7.15,3.76,Cloudy,8.87,45,989.12,8.38,8,1,0,1,16.84,1.71,12.86,W,Saturday,New York
2036-09-07,9,Autumn,15.83,3.74,10.24,6.89,8.73,2.29,Snow,11.58,33,1015.98,1.01,1,1,0,1,28.94,8.51,21.43,N,Sunday,New York
2036-09-08,9,Autumn,10.35,2.07,0.36,5.12,1.28,2.99,Snow,13.7,90,1012.0,3.01,4,0,1,0,27.73,1.04,15.18,E,Monday,New York
2036-09-09,9,Autumn,1.31,9.78,10.84,6.59,1.1,0.7,Rain,21.72,29,996.02,8.6,0,0,1,0,37.24,6.51,10.88,W,Tuesday,New York
2036-09-10,9,Autumn,3.19,5.85,12.75,2.58,4.98,0.21,Sunny,17.31,41,988.36,6.15,1,0,0,0,35.17,6.51,9.11,SE,Wednesday,New York
2036-09-11,9,Autumn,2.95,1.03,4.94,0.44,5.57,3.08,Fog,3.83,22,995.55,3.36,4,0,1,1,35.24,0.9,15.36,NW,Thursday,New York
2036-09-12,9,Autumn,18.04,6.55,10.87,7.95,7.88,1.33,Cloudy,25.34,39,1011.55,7.91,5,1,0,1,37.15,2.5,28.62,SW,Friday,New York
2036-09-13,9,Autumn,6.17,9.73,3.33,5.19,1.93,3.22,Snow,2.97,75,1007.56,5.37,6,1,1,0,20.4,2.84,15.02,S,Saturday,New York
2036-09-14,9,Autumn,5.82,6.94,10.8,7.52,6.63,3.97,Rain,20.37,94,1017.64,1.53,2,0,1,0,26.91,1.47,5.88,NW,Sunday,New York
2036-09-15,9,Autumn,3.92,6.25,9.01,1.84,9.17,1.98,Snow,2.28,53,992.78,7.11,8,0,1,1,8.68,4.97,18.69,NE,Monday,New York
2036-09-16,9,Autumn,1.79,4.28,10.13,1.22,8.27,2.61,Sunny,6.37,69,996.85,0.81,3,1,0,0,3.21,3.62,6.47,W,Tuesday,New York
2036-09-17,9,Autumn,14.67,9.54,13.76,7.8,8.0,1.91,Sunny,23.83,75,981.33,6.28,7,0,0,0,14.15,9.98,27.71,E,Wednesday,New York
2036-09-18,9,Autumn,10.21,8.43,5.7,5.17,6.79,4.5,Rain,12.97,98,987.93,7.29,3,1,1,1,30.41,2.88,12.43,S,Thursday,New York
2036-09-19,9,Autumn,2.65,9.19,1.31,4.64,6.47,3.14,Sunny,15.49,29,983.37,2.18,6,0,0,1,3.09,9.99,19.59,W,Friday,New York
2036-09-20,9,Autumn,13.46,7.42,12.15,1.06,9.4,0.28,Cloudy,20.92,96,1003.01,8.31,6,0,0,0,30.85,6.49,17.72,E,Saturday,New York
2036-09-21,9,Autumn,14.79,0.74,6.26,0.15,6.36,4.28,Rain,4.88,79,1001.41,5.48,9,0,1,1,39.13,0.88,16.64,S,Sunday,New York
2036-09-22,9,Autumn,6.47,4.75,12.9,5.96,3.3,4.23,Cloudy,21.05,97,997.76,3.65,0,0,1,1,25.44,4.65,9.65,SW,Monday,New York
2036-09-23,9,Autumn,4.56,4.53,7.97,0.7,4.09,4.38,Sunny,8.21,72,992.68,0.66,5,0,0,1,32.98,6.39,25.88,S,Tuesday,New York
2036-09-24,9,Autumn,5.8,2.21,10.22,5.8,3.65,3.16,Sunny,22.93,92,1013.18,5.5,7,0,1,1,0.08,9.22,15.56,N,Wednesday,New York
2036-09-25,9,Autumn,1.78,1.5,0.92,6.67,2.2,3.93,Snow,8.84,54,996.98,8.67,2,0,1,1,5.71,6.65,4.65,NE,Thursday,New York
2036-09-26,9,Autumn,5.01,4.96,3.92,6.16,5.86,3.48,Fog,29.48,88,980.5,9.06,9,0,1,1,4.15,2.28,7.77,E,Friday,New York
2036-09-27,9,Autumn,18.2,6.52,5.97,6.3,9.24,3.86,Fog,28.23,54,993.81,1.64,0,0,0,1,20.51,2.79,25.27,S,Saturday,New York
2036-09-28,9,Autumn,3.25,4.32,9.28,1.64,3.07,0.3,Rain,24.98,90,985.44,3.26,0,1,0,1,9.88,5.27,25.15,SW,Sunday,New York
2036-09-29,9,Autumn,12.6,9.15,5.9,6.57,2.2,3.4,Cloudy,21.57,90,988.49,6.06,2,1,0,1,7.52,4.39,16.56,N,Monday,New York
2036-09-30,9,Autumn,8.13,7.31,12.52,0.63,3.93,3.63,Sunny,12.94,53,990.74,3.08,4,0,0,1,2.73,0.46,28.94,SW,Tuesday,New York
2036-10-01,10,Autumn,19.55,8.95,1.93,0.09,8.22,2.5,Fog,19.0,38,1014.48,4.92,7,1,0,1,33.65,8.74,27.24,S,Wednesday,New York
2036-10-02,10,Autumn,14.2,0.72,0.02,6.49,5.41,2.92,Snow,11.9,78,1005.31,7.18,8,1,1,0,33.81,2.5,14.08,S,Thursday,New York
2036-10-03,10,Autumn,10.84,2.86,9.11,4.98,8.82,0.5,Sunny,20.85,36,1007.67,9.09,7,1,1,1,1.27,5.87,10.39,W,Friday,New York
2036-10-04,10,Autumn,11.76,3.03,4.35,1.51,9.88,2.57,Sunny,12.87,28,1011.63,1.54,2,0,0,1,25.91,7.52,4.75,NW,Saturday,New York
2036-10-05,10,Autumn,6.57,5.62,9.37,5.75,8.47,4.41,Cloudy,19.37,98,1007.53,5.51,8,0,0,1,33.73,6.22,24.93,NW,Sunday,New York
2036-10-06,10,Autumn,9.97,3.72,8.56,2.83,9.92,4.15,Cloudy,5.24,31,994.72,7.19,0,0,1,0,26.22,1.81,27.21,NW,Monday,New York
2036-10-07,10,Autumn,19.52,5.26,5.71,3.1,6.21,3.92,Cloudy,16.72,88,1006.19,8.19,1,1,1,1,11.75,9.44,0.47,NW,Tuesday,New York
2036-10-08,10,Autumn,7.76,2.95,1.47,3.85,9.84,3.2,Rain,0.15,64,986.98,1.95,8,1,1,0,5.54,8.69,23.17,NW,Wednesday,New York
2036-10-09,10,Autumn,10.87,4.18,8.06,2.18,0.67,2.42,Sunny,15.03,23,1012.45,5.72,1,1,1,0,31.77,4.49,28.77,NW,Thursday,New York
2036-10-10,10,Autumn,19.49,1.28,11.18,7.75,2.84,2.92,Rain,27.65,78,983.52,8.71,5,1,1,1,15.06,5.48,16.26,N,Friday,New York
2036-10-11,10,Autumn,1.01,0.86,1.94,0.36,3.63,3.67,Cloudy,7.6,33,1000.32,9.4,3,0,1,0,4.79,8.22,0.22,S,Saturday,New York
2036-10-12,10,Autumn,2.25,6.56,7.48,2.8,9.84,1.36,Sunny,2.25,88,999.21,4.1,2,1,1,1,19.09,0.2,16.48,NW,Sunday,New York
2036-10-13,10,Autumn,6.69,9.69,10.56,2.66,9.94,2.93,Sunny,6.19,54,999.68,6.0,4,0,0,1,19.43,7.34,19.15,W,Monday,New York
2036-10-14,10,Autumn,3.48,1.72,0.21,4.79,4.41,3.23,Sunny,3.29,65,1016.04,7.26,7,0,1,1,29.64,2.18,27.52,NW,Tuesday,New York
